sampleid	Extraction_ID	Location	Sitename	Lat	Long	Habitat	Date	Time	Family	Genus	species	Tax	Weight	TL	SL	SI	Diet	Microbiome	AE1	AE2	Gonads	GW	LW	Otolith	Sex	Month
116	T071	Tetiaroa	TO4	-16.98261	-149.56053	Slope	28.10.18	12.10-14.00	Holocentridae	Myripristis	violacea	MYRIVIOL	127	20	16	Y	carnivore	Y	N	N	Y	1.598	2.235	N	M	NA
117	T072	Tetiaroa	TO4	-16.98261	-149.56053	Slope	28.10.18	12.10-14.00	Holocentridae	Myripristis	violacea	MYRIVIOL	176.2	20.9	16.2	Y	carnivore	Y	N	Y	Y	1.623	2.001	N	M	NA
118	T073	Tetiaroa	TO4	-16.98261	-149.56053	Slope	28.10.18	12.10-14.00	Holocentridae	Myripristis	violacea	MYRIVIOL	159.2	19.8	14.2	Y	carnivore	Y	N	Y	Y	2.028	1.179	N	M	NA
135	T104	Tetiaroa	TL2	-17.00312	-149.58804	Lagoon	29.10.18	12.10-14.30	Holocentridae	Myripristis	violacea	MYRIVIOL	129.5	21	16.4	Y	carnivore	Y	N	Y	Y	3.676	1.104	N	M	NA
136	T107	Tetiaroa	TL2	-17.00312	-149.58804	Lagoon	29.10.18	12.10-14.30	Holocentridae	Myripristis	violacea	MYRIVIOL	150	20	15	Y	carnivore	Y	N	Y	Y	4.835	1.108	N	F	NA
143	T125	Tetiaroa	TL3	-17.00309	-149.58783	Lagoon	30.10.18	10.45-13.00	Holocentridae	Myripristis	violacea	MYRIVIOL	164.3	20	18	Y	carnivore	Y	N	Y	Y	7.586	1.604	N	F	NA
159	T144	Tetiaroa	TL5	-17.00335	-149.57213	Lagoon	1.11.18	12.25-13.20	Holocentridae	Myripristis	violacea	MYRIVIOL	109.7	18	15	Y	carnivore	Y	Y	Y	Y	0.265	1.145	N	M	NA
200	A31	Mangareva	A2	-23.07165	-135.0064	Lagoon	13.06.18	10.00-15.00	Holocentridae	Myripristis	violacea	MYRIVIOL	98.1	17.4	12.6	Y	carnivore	Y	N	Y	Y	0.666	NA	N	F	NA
246	A102	Mangareva	C2	-23.077614	-135.013461	Lagoon	15.06.18	13.00-14.00	Holocentridae	Myripristis	violacea	MYRIVIOL	102.9	18	14	Y	carnivore	Y	N	N	Y	0.531	1.921	N	F	NA
279	A174	Mangareva	E1	-23.080922	-135.016362	Lagoon	17.06.18	10.00-14.00	Holocentridae	Myripristis	violacea	MYRIVIOL	148.9	20.4	15	Y	carnivore	Y	N	Y	Y	0.255	2.344	Y	F	NA
283	A178	Mangareva	E1	-23.080922	-135.016362	Lagoon	17.06.18	10.00-14.00	Holocentridae	Myripristis	violacea	MYRIVIOL	99.5	18	15	Y	carnivore	Y	N	Y	Y	0.463	1.432	N	F	NA
287	A182	Mangareva	E1	-23.080922	-135.016362	Lagoon	17.06.18	10.00-14.00	Holocentridae	Myripristis	violacea	MYRIVIOL	110.8	18.8	13.3	Y	carnivore	Y	N	Y	Y	0.214	1.789	Y	F	NA
298	A200	Mangareva	F2	-23.062236	-134.996667	Lagoon	18.06.18	11.00-13.00	Holocentridae	Myripristis	violacea	MYRIVIOL	97.6	16.5	12.5	Y	carnivore	Y	Y	Y	Y	0.323	1.465	Y	M	NA
300	A202	Mangareva	F2	-23.062236	-134.996667	Lagoon	18.06.18	11.00-13.00	Holocentridae	Myripristis	violacea	MYRIVIOL	168.6	21.9	16.5	Y	carnivore	Y	Y	Y	Y	0.442	1.941	Y	F	NA
301	A203	Mangareva	F2	-23.062236	-134.996667	Lagoon	18.06.18	11.00-13.00	Holocentridae	Myripristis	violacea	MYRIVIOL	125.4	18.9	13.1	Y	carnivore	Y	N	Y	Y	0.29	1.93	Y	M	NA
304	A206	Mangareva	F2	-23.062236	-134.996667	Lagoon	18.06.18	11.00-13.00	Holocentridae	Myripristis	violacea	MYRIVIOL	105.9	19	13.7	Y	carnivore	Y	N	N	Y	1.073	2.009	Y	F	NA
307	A209	Mangareva	F2	-23.062236	-134.996667	Lagoon	18.06.18	11.00-13.00	Holocentridae	Myripristis	violacea	MYRIVIOL	75.1	16.8	12.1	Y	carnivore	Y	Y	Y	Y	0.293	1.051	Y	M	NA
